player_id,birth_year,birth_month,image_url
158950,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=506990&width=240&height=305
158956,2007,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=570502&width=240&height=305
158960,2007,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=570688&width=240&height=305
158973,2007,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=544495&width=240&height=305
158976,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=998762&width=240&height=305
158977,2007,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=533851&width=240&height=305
158994,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=507005&width=240&height=305
159023,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=479495&width=240&height=305
159065,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=558383&width=240&height=305
159068,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=530312&width=240&height=305
159113,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=515458&width=240&height=305
159122,2005,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=630374&width=240&height=305
159508,2005,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=395083&width=240&height=305
159524,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=637775&width=240&height=305
159603,2007,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=985953&width=240&height=305
159616,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=548256&width=240&height=305
159713,2005,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=355061&width=240&height=305
159714,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=994170&width=240&height=305
159723,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=373377&width=240&height=305
159735,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=633473&width=240&height=305
