team_id,team_name,field_id,field_name,num_fields
1889,מ.כ. חולון ירמיהו,1260,חולון אימונים סינטטי ליד בית העלמין,1
1927,מ.ס. הפועל לוד 'ניקי מיכאלי',1123,לוד סינטטי חדש,1
1928,מ.ס. הפועל לוד בני רגב,1123,לוד סינטטי חדש,1
1929,מ.ס. הפועל לוד בני רגב,1123,לוד סינטטי חדש,1
1930,הפועל טירת כרמל,32,טירת כרמל,1
1939,מ.כ.ע. אריאל,255,אריאל,1
1945,"הפועל רמת ישראל ""חיים""",1274,תל אביב ספורטק דרום 2 סינטטי,1
1946,הפועל רמת ישראל,1274,תל אביב ספורטק דרום 2 סינטטי,1
1947,הפועל רמת ישראל,1274,תל אביב ספורטק דרום 2 סינטטי,1
1971,"מ.כ. מתנ""ס אופקים",133,אופקים,1
1981,צעירי סכנין,981,סכנין אימונים,1
1982,צעירי סכנין,981,סכנין אימונים,1
1983,מכבי אחווה שעב,162,שעב,1
1989,מ.כ. צעירי עילוט,331,נצרת עילוט אימונים סינטטי,1
1997,אהלי טמרה,254,טמרה,1
2004,הפ מ. יהודה,197,פתח תקוה מחנה יהודה,1
2015,מכבי נוג'ידאת אחמד,1311,בועיינה נוג'ידאת מזרחי חדש,1
2030,הפועל כפר סבא מערב,282,כפר סבא אימונים תחתון (סינטטי),1
2041,הפ' בארי אשכול,132,נופי הבשור מועצה אזורית אשכול,1
2059,הפועל חיפה 2,3,קרית חיים,1
2061,"הפועל ר""ג ""רונן פרץ""",181,רמת גן השקמה,2
2065,ה.מ. יהודה סתיו חלפון צו פיוס,197,פתח תקוה מחנה יהודה,1
2068,"הפועל ק""ש",75,צפת,2
2072,הפועל רהט,562,רהט הפועל רהט,1
2085,"הפועל ב""ש",1081,באר שבע וסרמיל 4,1
2087,הפועל עכו,1167,עכו הפועל עכו חדש,1
2092,הפ' ע.ס. אבו גוש מבשרת ציון,120,מבשרת ציון,1
2098,"הפ' נ.יהודה ראשל"" שאול מוספי",153,(סגור)ראשון לציון נחלת יהודה,1
2112,הפועל פרדסייה,105,פרדסיה,1
2120,הפועל עפולה,1132,עפולה סינטטי,1
2130,הפועל הרצליה עירוני,334,הרצליה רן 1,1
2137,הפועל הרצליה עירוני,334,הרצליה רן 1,1
2141,הפועל ד.א. כרמל,58,דלית אל כרמל,1
2153,"הפועל ק""ש ""צו פיוס""",383,קרית שמונה,1
2165,"הפ' פ""ת שלומי וורצל",1059,פתח תקוה סירקין אימונים 2 (סינטטי),1
2169,הפועל חיפה 1 ניר,3,קרית חיים,1
2181,הפועל באר שבע,966,באר שבע וסרמיל 1,1
2204,"הפ' ת""א ""מרדכי גרינברג""",417,תל אביב וולפסון 2,1
2216,הפועל אורנית,516,אורנית,1
2227,"הפועל ת""א ישין",417,תל אביב וולפסון 2,1
2231,"הפועל ק""ש",1198,קרית שמונה סינטטי חדש,1
2234,"הפועל רעננה ""אביתר עטואר""",363,רעננה פארק צפוני סינטטי,1
2253,"הפ' מרמורק רחובות חיים ""צו פיוס""",1215,רחובות מכבי רחובות וייסגל סינטטי,1
2255,הפ' בקעת הירדן,327,מושב תומר,1
2257,הפועל נוף הגליל,1318,נוף הגליל סינטטי חדש,1
2278,הפועל פרדסייה,105,פרדסיה,1
2289,הפועל עכו,1167,עכו הפועל עכו חדש,1
2294,"הפועל ב""ש",1081,באר שבע וסרמיל 4,1
2302,הפועל הוד השרון,284,הוד השרון גני צבי,1
2303,"הפ' ת""א צחי בן פורת",417,תל אביב וולפסון 2,1
2305,"הפועל ראשל""צ",361,ראשון לציון סופרלנד מערבי סינטטי,1
2307,הפועל רעננה,363,רעננה פארק צפוני סינטטי,1
2312,הפועל עפולה,1132,עפולה סינטטי,1
2316,הפועל חדרה  משה,1331,חדרה מתחם אימונים סינטטי,1
2323,הפועל רעננה 2,363,רעננה פארק צפוני סינטטי,1
2333,הפועל עכו,1167,עכו הפועל עכו חדש,1
2345,"הפועל ראשל""צ",361,ראשון לציון סופרלנד מערבי סינטטי,1
2358,"הפ' פתח תקוה ד""ר בכר",1059,פתח תקוה סירקין אימונים 2 (סינטטי),1
2365,"הפ' פ""ת ע. אופיר",1059,פתח תקוה סירקין אימונים 2 (סינטטי),1
2367,"הפ' ת""א ניסנוב",245,בת ים אצטדיון טוטו,1
2373,"הפ' ב""ש השלושה",1081,באר שבע וסרמיל 4,1
2381,הפ' ראשל'צ יהודה,158,ראשון לציון אצטדיון הברפלד,1
2385,"הפועל ק""ש",1198,קרית שמונה סינטטי חדש,1
2396,הפ' מחנה יהודה,197,פתח תקוה מחנה יהודה,1
2412,"הפ' כפ""ס ""יובי""",282,כפר סבא אימונים תחתון (סינטטי),1
2414,הפועל מגדל העמק,54,מגדל העמק,1
2420,מ.ס. הפועל לוד בני רגב,573,לוד אימונים 1,1
2429,הפועל חדרה,1330,חדרה מתחם אימונים,1
2440,הפ' מחנה יהודה אברהם בן דוד,197,פתח תקוה מחנה יהודה,1
2441,הפ' רעננה רועי,157,רעננה,1
2443,עירוני בית דגן,124,בית דגן,1
2457,"הפ' קרית אונו ""אברום""",28,קרית אונו ישן,1
2461,"הפ' נחלת יהודה ראשל""צ",153,(סגור)ראשון לציון נחלת יהודה,1
2473,הפ' חיפה רובי,1238,קרית חיים בית נגלר מזרחי (אתוס לשעבר),1
2475,הפועל עכו,21,עכו אצטדיון טוטו,1
2479,"הפ' כפ""ס ישראל",345,כפר סבא אימונים עליון,2
2488,"הפועל קרית אונו ""אלכס גל און""",28,קרית אונו ישן,1
2489,"הפ' פ""ת נחום סטלמך",1111,פתח תקוה אצטדיון שלמה ביטוח,1
2494,"הפועל כפ""ס אילן",345,כפר סבא אימונים עליון,1
2497,"הפועל כפ""ס ""יונגר""",282,כפר סבא אימונים תחתון (סינטטי),1
2500,"הפועל ר""ג 'רוני נכטיילר'",181,רמת גן השקמה,2
2502,מכבי כנות,583,כנות,1
2524,הפועל מגדל העמק,54,מגדל העמק,1
2532,מכבי בני ריינה,1291,ריינה סינטטי,1
2551,הפ' מ.ס. חבל מודיעין,1153,כפר בן שמן,1
2552,הפועל חדרה מערב,1264,חדרה רמדה,1
2555,הפ' בארי אשכול,132,נופי הבשור מועצה אזורית אשכול,1
2563,מ.כ. בני רעננה,363,רעננה פארק צפוני סינטטי,1
2565,מ.כ. בני רעננה,1065,הדר יוסף,1
2579,הפ' פרדסייה גיל,105,פרדסיה,1
2583,הפועל כאוכב,80,כאוכב,1
2592,הפועל עליה כפ״ס,1004,"כפר סבא עליה כ""ס",1
2595,הפועל מטה אשר,1103,עין המפרץ נעמן,1
2604,"הפועל ר""ג",181,רמת גן השקמה,2
2629,מכבי אחי איכסל,237,איכסל,1
2634,מכבי אחי איכסל,237,איכסל,1
2642,הפועל רמת ישראל,1274,תל אביב ספורטק דרום 2 סינטטי,1
2651,"הפועל ניר רמה""ש",1281,רמת השרון סינטטי קטן,1
2670,הפ' חולון צפרירים מא,22,חולון צפרירים חולון,1
2717,הפועל רעננה ליאור אסולין,363,רעננה פארק צפוני סינטטי,1
2718,הפועל מטה אשר,1103,עין המפרץ נעמן,1
2722,הפ' איחוד כמאל בני סמיע,165,כפר סמיע,1
2724,הפועל חדרה מתי,1331,חדרה מתחם אימונים סינטטי,1
2727,הפ' ניר רמת השרון,1106,רמת השרון סינטטי,1
2728,הפ' חיפה בן ציון,1238,קרית חיים בית נגלר מזרחי (אתוס לשעבר),1
2730,הפועל הוד השרון,284,הוד השרון גני צבי,1
2731,הפ' הוד השרון צפון,284,הוד השרון גני צבי,1
2734,"בית""ר נהריה",1306,נהריה 3 סינטטי,1
2736,"בית""ר נהריה",1305,נהריה 2 סינטטי,1
2759,הפ' ניר רמת השרון,1106,רמת השרון סינטטי,1
2763,"הפועל ר""ג דרום",613,רמת גן ספארי,1
2765,הפועל חיפה שלום,1239,קרית חיים בית נגלר מערבי (אתוס לשעבר),1
2772,איחוד בני מג'דל כרום,48,מג'ד אל כרום,1
2786,הפ' נוף הגליל,1318,נוף הגליל סינטטי חדש,1
2827,מ.ס. קרית ים ''עדי'',1269,קרית ים סינטטי,1
2832,"מ.ס. קרית ים ""עידו""",1269,קרית ים סינטטי,1
2843,הפ' ניר רמת השרון,25,"רמת השרון אצטדיון טוטו ע""ש גרונדמן",1
2845,הפ' ראשון לציון יורם,361,ראשון לציון סופרלנד מערבי סינטטי,1
2846,הפ' נוף הגליל,1318,נוף הגליל סינטטי חדש,1
2848,"מ.ס. רשת מתנ""סים טבעון",200,קרית טבעון,1
2862,"הפ' מרמורק רחובות חיים ""צו פיו",1215,רחובות מכבי רחובות וייסגל סינטטי,1
2868,הפ. רעננה דן ווידנבאום,363,רעננה פארק צפוני סינטטי,1
2881,הפועל כאוכב,80,כאוכב,1
2882,הפועל הוד השרון,284,הוד השרון גני צבי,1
2904,הפועל עפולה,1132,עפולה סינטטי,1
2905,הפועל חדרה טל אליהו,1331,חדרה מתחם אימונים סינטטי,1
2908,הפועל כפר כנא,78,כפר כנא,1
2963,"הפועל קרית אונו ""יעקב סופר""",28,קרית אונו ישן,1
2980,הפועל עליה כפ״ס,1004,"כפר סבא עליה כ""ס",1
2985,"הפ' נחלת יהודה ראשל""צ 1",153,(סגור)ראשון לציון נחלת יהודה,1
3004,"בית""ר טוברוק",13,נתניה טוברוק,1
3005,"שמשון ת""א רועי פלס",1352,תל אביב ספורטק צפון מגרש מזרחי,1
3006,"בית""ר טוברוק אורן",13,נתניה טוברוק,1
3009,"בית""ר ר""ג",225,רמת גן אימונים,1
3031,"בית""ר י-ם גדי ""צו פיוס""",187,ירושלים בית וגן 1 תחתון,1
3033,"שמשון ת""א",1352,תל אביב ספורטק צפון מגרש מזרחי,1
3037,"בית""ר פרדס חנה",91,פרדס חנה,1
3040,"בית""ר טוברוק ""צו פיוס""",13,נתניה טוברוק,1
3043,"בית""ר טוברוק",13,נתניה טוברוק,1
3066,צעירי סכנין,596,סכנין אימונים סינטטי,1
3079,הפועל בועיינה,1311,בועיינה נוג'ידאת מזרחי חדש,1
3084,הפועל בועיינה,1311,בועיינה נוג'ידאת מזרחי חדש,1
3107,מ.כ. צעירי עילוט,331,נצרת עילוט אימונים סינטטי,1
3113,אהלי טמרה,254,טמרה,1
3141,מ.כ מכבי אשקלון ''שמעון'',1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
3142,מ.כ. מכבי אשקלון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
3143,מ.כ. מכבי אשקלון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
3145,הפועל לב השרון,161,כפר יונה,1
3146,הפועל לב השרון,161,כפר יונה,1
3156,מ.כ. קרית חיים,1239,קרית חיים בית נגלר מערבי (אתוס לשעבר),1
3157,מ.כ. קרית חיים,1238,קרית חיים בית נגלר מזרחי (אתוס לשעבר),1
3158,מ.כ. קרית חיים,1239,קרית חיים בית נגלר מערבי (אתוס לשעבר),1
3160,מכבי נוג'ידאת אחמד,1311,בועיינה נוג'ידאת מזרחי חדש,1
3161,מכבי נוג'ידאת אחמד,1311,בועיינה נוג'ידאת מזרחי חדש,1
3164,הפועל מרום הגליל,75,צפת,1
3165,"בית""ר גדרה",1224,גדרה,1
3167,"בית""ר גדרה",1224,גדרה,1
3171,מ.ס. רמלה עובד גרא,1158,רמלה פארק עופר ע״ש מאיר נימני,1
3172,מ.ס. רמלה,1158,רמלה פארק עופר ע״ש מאיר נימני,1
3173,"מ.ס. רמלה ""צו פיוס""",1158,רמלה פארק עופר ע״ש מאיר נימני,1
3174,הפועל בני ג'סר א זרקא,296,ג'סר אל זרקה,1
3183,הפועל עירוני עראבה,317,דיר חנא,1
3184,הפועל עירוני עראבה,317,דיר חנא,1
3185,הפועל עירוני עראבה,317,דיר חנא,1
3202,מ.כ. מכבי אשקלון אופק,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
3218,הפועל לב השרון,161,כפר יונה,1
3230,מ.כ. קרית חיים,1239,קרית חיים בית נגלר מערבי (אתוס לשעבר),1
3239,"בית""ר גדרה",1224,גדרה,1
3245,"מ.ס. רמלה ""צו פיוס""",1158,רמלה פארק עופר ע״ש מאיר נימני,1
3257,הפועל עירוני עראבה,317,דיר חנא,1
3262,מ.ס. בני יפיע,1309,יפיע סינטטי,1
3263,איחוד בני שפרעם,1251,שפרעם חדש סינטטי,1
3264,איחוד בני שפרעם,1251,שפרעם חדש סינטטי,1
3265,איחוד בני שפרעם,1251,שפרעם חדש סינטטי,1
3266,בני מג'אר,603,בענה,1
3267,בני מג'אר,603,בענה,1
3268,בני מג'אר,603,בענה,1
3269,מ.ס. ראמה,1162,כפר ראמה,1
3270,מ.ס. ראמה,1162,כפר ראמה,1
3271,מ.ס. ראמה,1162,כפר ראמה,1
3277,מ.ס. צעירי חיפה,1159,חיפה אגרטק (אתוס 1 לשעבר),1
3279,עוצמה באר שבע,1257,באר שבע רייסר 4 סינטטי,1
3280,עוצמה באר שבע,1257,באר שבע רייסר 4 סינטטי,1
3281,מכבי כפר סבא,282,כפר סבא אימונים תחתון (סינטטי),1
3282,מכבי כפר סבא,282,כפר סבא אימונים תחתון (סינטטי),1
3283,מכבי כפר סבא מזרח,282,כפר סבא אימונים תחתון (סינטטי),1
3290,מ.ס. כדורגל הפועל קרית ים,250,נהלל,1
3291,מ.ס. כדורגל הפועל קרית ים,250,נהלל,1
3292,מ.ס. כדורגל הפועל קרית ים,250,נהלל,1
3312,הפ' עירוני גדרה,1224,גדרה,1
3313,הפ' עירוני גדרה,1224,גדרה,1
3314,הפ' עירוני גדרה,1224,גדרה,1
3316,"בית""ר תל אביב חולון 1",1316,חולון טוטו,1
3324,"בית""ר ר""ג",225,רמת גן אימונים,1
3325,"בית""ר ר""ג",225,רמת גן אימונים,1
3326,"בית""ר ר""ג",225,רמת גן אימונים,1
3333,"בית""ר טוברוק 2",13,נתניה טוברוק,1
3340,"בית""ר חיפה ""טום לוי""",1159,חיפה אגרטק (אתוס 1 לשעבר),1
3346,"בית""ר חיפה",1159,חיפה אגרטק (אתוס 1 לשעבר),1
3395,מ.ס. בני יפיע,1309,יפיע סינטטי,1
3398,איחוד בני שפרעם,1251,שפרעם חדש סינטטי,1
3410,מ.ס. צעירי חיפה,400,חיפה אבי רן,1
3413,עוצמה באר שבע,1257,באר שבע רייסר 4 סינטטי,1
3431,איחוד צעירי איכסל סמיר,237,איכסל,1
3432,איחוד צעירי איכסל סמיר,237,איכסל,1
3435,מ.ס. בית ג'אן,1305,נהריה 2 סינטטי,1
3463,הפ' איחוד בני ג'ת,341,כפר ג'ת המשולש,1
3514,מ.כ. כרמל חיפה,1159,חיפה אגרטק (אתוס 1 לשעבר),1
3515,מ.כ. כרמל חיפה,1159,חיפה אגרטק (אתוס 1 לשעבר),1
3516,מ.כ. שפרעם,1251,שפרעם חדש סינטטי,1
3519,מ.ס. בית ג'אן,1305,נהריה 2 סינטטי,1
3520,מ.ס. בית ג'אן,1305,נהריה 2 סינטטי,1
3521,מ.ס. בית ג'אן,1305,נהריה 2 סינטטי,1
3522,עירוני ראש העין,1339,ראש העין,1
3523,עירוני ראש העין,1339,ראש העין,1
3526,מ.כ. גליל גולן,75,צפת,1
3527,מ.כ. גליל גולן,75,צפת,1
3529,מכבי עתלית,313,עתלית,1
3530,מכבי עתלית,313,עתלית,1
3531,מ.כ. הפועל גלבוע,325,תענך גוש יעל/אסי גלבוע,1
3532,מ.כ. הפועל גלבוע,325,תענך גוש יעל/אסי גלבוע,1
3533,מ.כ. הפועל גלבוע,325,תענך גוש יעל/אסי גלבוע,1
3573,מ.כ. ירושלים,1208,ירושלים הר חומה סינטטי,1
3574,שיכון ותיקים רמת גן,613,רמת גן ספארי,1
3575,"שיכון ותיקים רמת גן ""צו פיוס""",613,רמת גן ספארי,1
3576,"שיכון ותיקים רמת גן ""צו פיוס""",613,רמת גן ספארי,1
3578,צעירי אום אל פאחם,367,אום אל פחם,1
3579,צעירי אום אל פאחם,411,אום אל פאחם סינטטי,1
3580,מ.ס. שפרעם,1251,שפרעם חדש סינטטי,1
3581,מ.ס. שפרעם,1251,שפרעם חדש סינטטי,1
3582,מ.ס. שפרעם,1251,שפרעם חדש סינטטי,1
3601,"בית""ר י-ם אורן ""צו פיוס""",187,ירושלים בית וגן 1 תחתון,1
3602,"בית""ר י-ם שמואל",187,ירושלים בית וגן 1 תחתון,1
3607,מ.כ. כרמל חיפה,1159,חיפה אגרטק (אתוס 1 לשעבר),1
3610,"שמשון ת""א ""צו פיוס""",1352,תל אביב ספורטק צפון מגרש מזרחי,1
3612,"בית""ר י-ם אורן",263,ירושלים אצטדיון טדי,2
3619,מ.כ. שפרעם,1251,שפרעם חדש סינטטי,1
3630,מ.כ. צעירי טמרה,254,טמרה,1
3647,בני אלסלאם רהט,1144,רהט בני אל סאלם רהט,1
3658,מ.כ. גליל גולן דרום,75,צפת,1
3661,"בית""ר חיפה - אבי רן",1159,חיפה אגרטק (אתוס 1 לשעבר),1
3662,"בית""ר חיפה ""חיים טולדנו""",1159,חיפה אגרטק (אתוס 1 לשעבר),1
3701,הפועל יפיע,1309,יפיע סינטטי,1
3707,מ.כ. אור עקיבא,429,אור עקיבא,1
3716,צעירי אום אל פאחם,411,אום אל פאחם סינטטי,1
3719,מ.ס. שפרעם,1251,שפרעם חדש סינטטי,1
3720,"שמשון ת""א",1352,תל אביב ספורטק צפון מגרש מזרחי,1
3763,מכבי יהוד מונוסון,1012,יהוד ק.סביונים,1
3771,הפועל חורפיש,1259,בוקעתא,1
3778,מ.כ. שדרות,66,שדרות,1
3781,מכבי בני טורעאן,317,דיר חנא,1
3783,מכבי בני טורעאן,317,דיר חנא,1
3803,מ.כ. מיתר,1293,מיתר,1
3806,מכבי יהוד מונוסון,1012,יהוד ק.סביונים,1
3809,"מ.ס. בית""ר כפר מנדא",152,כפר מנדא חדש,1
3834,"בית""ר עירוני קרית גת דודו",1190,קרית גת סינטטי אגוז,1
3835,"בית""ר עירוני קרית גת דודו",1190,קרית גת סינטטי אגוז,1
3836,"בית""ר עירוני קרית גת דודו",1190,קרית גת סינטטי אגוז,1
3844,מ.כ. שדרות,66,שדרות,1
3847,מ.כ. שדרות,66,שדרות,1
3859,מ.ס. כדורגל משהד,219,משהד,1
3862,בני דבוריה,293,דבוריה,1
3863,בני דבוריה,293,דבוריה,1
3864,בני דבוריה,293,דבוריה,1
3917,מכבי גבעת שמואל,124,בית דגן,1
3933,מכבי צעירי ירכא,571,ירכא,1
3948,מ.ס. קרית חיים,1238,קרית חיים בית נגלר מזרחי (אתוס לשעבר),1
3952,מ.כ. צופי חיפה,400,חיפה אבי רן,1
3962,מ.כ. נהלל יזרעאל,250,נהלל,1
3963,מ.כ. נהלל יזרעאל,250,נהלל,1
3964,מ.כ. נהלל יזרעאל,250,נהלל,1
3999,מ.ס. כאבול,84,כאבול,1
4003,א.ס. רמת אליהו גנט דעבול,184,ראשון לציון רמת אליהו,1
4004,"גדנע ת""א רוני",1302,תל אביב גדנע ת״א חדש,1
4006,מ.כ. נוה יוסף,1159,חיפה אגרטק (אתוס 1 לשעבר),1
4010,מ.כ. נוה יוסף,1159,חיפה אגרטק (אתוס 1 לשעבר),1
4020,בני סכנין,981,סכנין אימונים,1
4023,"עוצמה מ.כ.""הרצל"" חולון",1316,חולון טוטו,1
4024,"עוצמה מ.כ.""הרצל"" חולון 1",1316,חולון טוטו,1
4025,"עוצמה מ.כ.""הרצל"" חולון",1316,חולון טוטו,1
4028,"בית""ר תל אביב חולון",245,בת ים אצטדיון טוטו,1
4033,"בית""ר משה ת""א חולון",1316,חולון טוטו,1
4046,מ.כ. מכבי נהריה,1305,נהריה 2 סינטטי,1
4053,א.ס. רמת אליהו מאור כהן,184,ראשון לציון רמת אליהו,1
4054,א.ס. רמת אליהו,184,ראשון לציון רמת אליהו,1
4077,מ.ס. כפר קאסם,61,כפר קאסם עליון סינטטי,1
4087,מ.כ. נוה יוסף,1159,חיפה אגרטק (אתוס 1 לשעבר),1
4099,"בני יהודה ת""א גרונדמן ""צו פיוס""",346,תל אביב שכונת התקוה סינטטי 2,1
4100,מ.ס. כפר יאסיף,257,שיח-דנון,1
4101,מ.ס. כפר יאסיף,257,שיח-דנון,1
4102,מ.ס. כפר יאסיף,257,שיח-דנון,1
4117,בני סכנין,981,סכנין אימונים,1
4133,מכבי עספיא,57,עספיא,1
4146,מ.ק. גולן  קצרין,283,קצרין,1
4176,מ.כ. צופי חיפה,400,חיפה אבי רן,1
4202,מועדון צעירי רהט,368,רהט צעירי רהט,1
4204,מועדון צעירי רהט,368,רהט צעירי רהט,1
4236,"בית""ר תל אביב חולון 2",1316,חולון טוטו,1
4243,"ע.בית שמש ""צו פיוס""",1266,בית שמש אצטדיון,1
4255,בני סכנין,981,סכנין אימונים,1
4303,מ.כ. הפועל פסוטה,257,שיח-דנון,1
4311,מכבי גן יבנה,1326,גן יבנה אצטדיון,1
4327,מכבי גן יבנה,1326,גן יבנה אצטדיון,1
4328,מכבי גן יבנה,1326,גן יבנה אצטדיון,1
4329,מכבי גן יבנה,1326,גן יבנה אצטדיון,1
4344,איחוד בני עכו,1167,עכו הפועל עכו חדש,1
4353,מ.כ. עירוני קלנסואה,341,כפר ג'ת המשולש,1
4354,מ.כ. עירוני קלנסואה,341,כפר ג'ת המשולש,1
4360,עירוני אשקלון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
